"key","source","Translation"
"M03S03_CIN_SUB_EnterMotherbase_Loca2","What's going on here...?","Що тут відбувається...?"
"M03S03_CIN_SUB_EnterMotherbase_Loca3","Pierce!","Пірсе!"
"M03S03_CIN_SUB_PreRitual_Loca1","M03S03_CIN_SUB_PreRitual_Loca1",""
"M03S03_CIN_SUB_PreRitual_Loca2","Is it my turn?","Це моя черга?"
"M03S03_CIN_SUB_PreRitual_Loca3","Yes, it is time. You will soon be one of us... if your body and your mind are ready.","Так, настав час. Ти скоро станеш одним з нас... якщо твоє тіло і розум готові."
"M03S03_CIN_SUB_PreRitual_Loca4","I dream of it every night... I have constant visions! I am ready!","Я мрію про це щоночі... У мене постійні видіння! Я готовий!"
"M03S03_CIN_SUB_PreRitual_Loca5","Good enough. Prove it to us.","Непогано. Доведи це нам."
"M03S03_CIN_SUB_PreRitual_Loca6","It’s like in my dream.","Це як у моєму сні."
"M03S03_CIN_SUB_TheFall_Loca1","M03S03_CIN_SUB_TheFall_Loca1",""
"M03S03_CIN_SUB_TheFall_Loca2","[Struggle, heavy breathing, then Pierce Screams falling in the pit.]","[Боротьба, важке дихання, потім крик Пірса, коли він падає в яму.]"
"M03S03_CIN_SUB_TheFall_Loca3","[Heavy breathing while struggling. BUT NO SCREAM when he falls in the pit.]","[Важке дихання під час боротьби. АЛЕ НІ КРИКУ, коли він падає в яму.]"
"M03S03_INT_Bradley_MeetAgain_Loca1","M03S03_INT_Bradley_MeetAgain_Loca1",""
"M03S03_INT_Bradley_MeetAgain_Loca4","Keep your voice down! We're not alone!","Тихіше! Ми не самі тут!"
"M03S03_INT_Bradley_MeetAgain_Loca5","Good God! What have you got me into?","Боже мій! У що ти мене втягнув?"
"M03S03_INT_Bradley_MeetAgain_Loca6","We’ll see… I'll go on. Try to go down on your side.","Подивимось... Я піду далі. Спробуй спуститися зі свого боку."
"M03S03_INT_Bradley_MeetAgain_Loca7","Yes, there’s a passage. I'll meet you at the bottom.","Так, там є прохід. Я зустріну тебе внизу."
"M03S03_INT_Bradley_OtherWay_Loca1","M03S03_INT_Bradley_OtherWay_Loca1",""
"M03S03_INT_Bradley_OtherWay_Loca2","There are tunnels all over this island. Given the size of this cave, there’s got to be other entrances.","На цьому острові скрізь є тунелі. Враховуючи розмір цієї печери, повинні бути й інші входи."
"M03S03_INT_Bradley_OtherWay_Loca3","The passage continues further down. Might as well start with that.","Прохід продовжується далі вниз. Можна почати з цього."
"M03S03_INT_Bradley_OtherWay_Loca4","I ain’t gonna squeeze in there. I'll find another way.","Я не буду тиснутися туди. Я знайду інший шлях."
"M03S03_INT_Bradley_OtherWay_Loca9","If possible, I'd prefer not to ruin my uniform.","Якщо можливо, я б не хотів псувати свою форму."
"M03S03_INT_Bradley_OtherWay_Loca5","Fine, fine. Go look for another entrance. I'll try my luck down below.","Добре, добре. Іди шукай інший вхід. Я спробую свою вдачу внизу."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca1","M03S03_INT_Bradley_OtherWay_DoorUntested_Loca1",""
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca3","Well done Pierce. And it looks like you found our fugitive.","Добре зроблено, Пірс. І, здається, ти знайшов нашого втікача."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca5","This door is securely shut. I'll look for another passage.","Ці двері надійно зачинені. Я пошукаю інший прохід."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca2","It's an underground cave.  We can advance this side.","Це підземна печера. Ми можемо просунутися з цього боку."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca4","Yes I can see that. Please excuse me, but given your condition, I'll stick to my idea.","Так, я бачу це. Вибач мене, будь ласка, але враховуючи твій стан, я залишуся при своїй ідеї."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca7","I'm not cut out for this kind of acrobatics.","Я не готовий до цьої акробатики."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca6","Alright. Look for another entrance.","Добре. Шукай інший вхід."
"M03S03_INT_Bradley_OtherWay_DoorUntested_Loca8","I'll try to catch up with our man.","Я спробую наздогнати нашого чоловіка."
"M03S03_MON_AboutBrokenLeg_Loca1","M03S03_MON_AboutBrokenLeg_Loca1",""
"M03S03_MON_AboutBrokenLeg_Loca2","Ah! My leg!","Ай! Моя нога!"
"M03S03_MON_AboutRiftExit_Loca1","M03S03_MON_AboutRiftExit_Loca1",""
"M03S03_MON_AboutRiftExit_Loca2","Light! At last!","Світло! Нарешті! (ДТЕК, привіт!)"
"M03S03_MON_After_Door_Lock_SAN_Loca1","M03S03_MON_After_Door_Lock_SAN_Loca1",""
"M03S03_MON_After_Door_Lock_SAN_Loca2","No, dammit! I must find a way out of here!","Ні, сука! Я повинен знайти вихід звідси!"
"M03S03_MON_AscendedCultists_Stasis_Loca1","M03S03_MON_AscendedCultists_Stasis_Loca1",""
"M03S03_MON_AscendedCultists_Stasis_Loca5","M03S03_MON_AscendedCultists_Stasis_Loca5",""
"M03S03_MON_AscendedCultists_Stasis_Loca2","It looks like a kind of deep coma... What could this ritual have done to them?","Схоже на якусь глибоку кому... Що ж могло зробити з ними цей ритуал?"
"M03S03_MON_AscendedCultists_Stasis_Loca7","M03S03_MON_AscendedCultists_Stasis_Loca7",""
"M03S03_MON_AscendedCultists_Stasis_Loca4","Dead? This ritual killed them? Where is the sense in that?","Мертві? Цей ритуал вбив їх? Але де в цьому сенс?"
"M03S03_MON_Bible_Loca1","M03S03_MON_Bible_Loca1",""
"M03S03_MON_Bible_Loca4","M03S03_MON_Bible_Loca4",""
"M03S03_MON_Bible_Loca7","Pre-classical Latin... Let's see what it says...","Архаїчна латина... Давайте подивимося, що тут написано..."
"M03S03_MON_Bible_Loca5","What is this ""Awakening"" they talk about? And this ""sacred flesh""?","Що це за таке «Пробудження», про яке вони говорять? І це «священна плоть»?"
"M03S03_MON_Bible_Loca3","M03S03_MON_Bible_Loca3","Це виглядає як ритуал... Але для чого?"
"M03S03_MON_Bible_Loca6","I can't read Latin...","Я не вмію читати латиною..."
"M03S03_MON_Bridge_Loca1","M03S03_MON_Bridge_Loca1",""
"M03S03_MON_Bridge_Loca2","Time has weakened these structures.","Час послабив ці структури."
"M03S03_MON_CarvedBone_Loca1","M03S03_MON_CarvedBone_Loca1",""
"M03S03_MON_CarvedBone_Loca2","An engraved whalebone. A strange creature has been carved into it... Probably a figure of worship.","Викарбуваний китовий кістяк. Дивна істота вирізьблена в ньому... Ймовірно, фігура поклоніння."
"M03S03_MON_CaveCollapse_NeedToRun_Loca1","M03S03_MON_CaveCollapse_NeedToRun_Loca1",""
"M03S03_MON_CaveCollapse_NeedToRun_Loca2","It's all caving in! I need to get out of here!","Все обвалюється! Потрібно вибиратися звідси!"
"M03S03_MON_Ceremonial_Loca1","M03S03_MON_Ceremonial_Loca1",""
"M03S03_MON_Ceremonial_Loca2","What are they doing?","Що вони роблять?"
"M03S03_MON_CharlesChest_Loca1","M03S03_MON_CharlesChest_Loca1",""
"M03S03_MON_CharlesChest_Loca5","M03S03_MON_CharlesChest_Loca5",""
"M03S03_MON_CharlesChest_Loca2","This symbol. What does it mean ?","Цей символ. Що він означає?"
"M03S03_MON_CharlesChest_Loca7","M03S03_MON_CharlesChest_Loca7",""
"M03S03_MON_CharlesChest_Loca4","This padlock is too complicated for me…","Цей замок надто складний для мене…"
"M03S03_MON_CharlesSafe_Loca1","M03S03_MON_CharlesSafe_Loca1",""
"M03S03_MON_CharlesSafe_Loca2","This symbol. What does it mean ?","Цей символ. Що він означає?"
"M03S03_MON_Crates_Loca1","M03S03_MON_Crates_Loca1",""
"M03S03_MON_Crates_Loca2","I don't have time to search them all.","У мене нема часу шукати їх усіх."
"M03S03_MON_Dreamcatcher_Loca1","M03S03_MON_Dreamcatcher_Loca1",""
"M03S03_MON_Dreamcatcher_Loca2","Some kind of dream-catcher... If I touch it, it will turn to dust.","Якась подоба ловця снів... Якщо я торкнуся до неї, вона перетвориться на пил."
"M03S03_MON_Enigma_Loca1","M03S03_MON_Enigma_Loca1",""
"M03S03_MON_Enigma_Loca2","I've never seen such symbols.","Я ніколи раніше не бачив таких символів."
"M03S03_MON_Escape_Cave_02_Loca1","M03S03_MON_Escape_Cave_02_Loca1",""
"M03S03_MON_Escape_Cave_02_Loca2","No!","Ні!"
"M03S03_MON_Exit_Loca1","M03S03_MON_Exit_Loca1",""
"M03S03_MON_Exit_Loca2","A passage.  Maybe my only chance to get out of here.","Прохід. Можливо, це мій єдиний шанс вибратися звідси."
"M03S03_MON_FirstLight_Loca1","M03S03_MON_FirstLight_Loca1",""
"M03S03_MON_FirstLight_Loca2","Light... A way out?","Світло... Вихід?"
"M03S03_MON_Fuck_Loca1","M03S03_MON_Fuck_Loca1",""
"M03S03_MON_Fuck_Loca2","Damn it!","Курва!"
"M03S03_MON_FuckFuckFuck_Loca1","M03S03_MON_FuckFuckFuck_Loca1",""
"M03S03_MON_FuckFuckFuck_Loca3","Am I going to die here?!","Я тут помру?!"
"M03S03_MON_FuckFuckFuck_Loca4","Buried alive...","Заживо похований..."
"M03S03_MON_GreenFire_Loca1","M03S03_MON_GreenFire_Loca1",""
"M03S03_MON_GreenFire_Loca2","*groan of pain*","*стогін від болю*"
"M03S03_MON_GreenFire_Loca3","My head...","Моя голова..."
"M03S03_MON_HelpMe_Loca1","M03S03_MON_HelpMe_Loca1",""
"M03S03_MON_HelpMe_Loca3","Help!","Поможіть!"
"M03S03_MON_HelpMe_Loca2","No!","Ні!"
"M03S03_MON_Hole_Loca1","M03S03_MON_Hole_Loca1",""
"M03S03_MON_Hole_Loca2","A mass grave...","Масові поховання..."
"M03S03_MON_Kebab_Loca1","M03S03_MON_Kebab_Loca1",""
"M03S03_MON_Kebab_Loca2","An organic body.","Органічне тіло."
"M03S03_MON_LikeinMyDream_Loca1","M03S03_MON_LikeinMyDream_Loca1",""
"M03S03_MON_LikeinMyDream_Loca2","It’s like in my dream.","Це як у моєму сні."
"M03S03_MON_Mary_Loca1","M03S03_MON_Mary_Loca1",""
"M03S03_MON_Mary_Loca2","A disfigured saint... What does it mean?","Деформований святий... Що це означає?"
"M03S03_MON_Mask_Loca1","M03S03_MON_Mask_Loca1",""
"M03S03_MON_Mask_Loca2","A strange ceremonial mask...","Дивна церемоніальна маска..."
"M03S03_MON_NausetCave_Cadaver_Loca1","M03S03_MON_NausetCave_Cadaver_Loca1",""
"M03S03_MON_NausetCave_Cadaver_Loca2","A sad way to go.","Сумний кінець."
"M03S03_MON_NausetCave_Discover_Loca1","M03S03_MON_NausetCave_Discover_Loca1",""
"M03S03_MON_NausetCave_Discover_Loca2","These paintings must be several centuries old...","Цим картинам, певно, кілька століть."
"M03S03_MON_Nessy_Loca1","M03S03_MON_Nessy_Loca1",""
"M03S03_MON_Nessy_Loca3","What was that?","Що це було?"
"M03S03_MON_Nonsense_Loca1","M03S03_MON_Nonsense_Loca1",""
"M03S03_MON_Nonsense_Loca4","M03S03_MON_Nonsense_Loca4",""
"M03S03_MON_Nonsense_Loca5","What does this writing mean?","Що означає цей напис?"
"M03S03_MON_Nonsense_Loca3","M03S03_MON_Nonsense_Loca3",""
"M03S03_MON_Nonsense_Loca6","Again, this primitive writing...","Знову це примітивне письмо..."
"M03S03_MON_Painting2_Loca1","M03S03_MON_Painting2_Loca1",""
"M03S03_MON_Painting2_Loca2","These people lying down... Are they dead? Are they asleep?","Ці люди, що лежать... Вони мертві? Вони сплять?"
"M03S03_MON_Painting3_Loca1","M03S03_MON_Painting3_Loca1",""
"M03S03_MON_Painting3_Loca2","This monstrous creature must be an allegory.","Ця монструозна істота має буть  алегорією."
"M03S03_MON_Painting4_Loca1","M03S03_MON_Painting4_Loca1",""
"M03S03_MON_Painting4_Loca2","These buildings seem to have come out of the water.","Ці будівлі, здається, вийшли з води."
"M03S03_MON_Pontoon_GreenOil_Loca1","M03S03_MON_Pontoon_GreenOil_Loca1",""
"M03S03_MON_Pontoon_GreenOil_Loca3","M03S03_MON_Pontoon_GreenOil_Loca3",""
"M03S03_MON_Pontoon_GreenOil_Loca2","This oil again. What is it used for?","Знову це масло. Для чого воно використовується?"
"M03S03_MON_Pontoon_GreenOil_Loca4","M03S03_MON_Pontoon_GreenOil_Loca4",""
"M03S03_MON_Pontoon_GreenOil_Loca6","It looks like animal oil... But certainly not whale.","Це виглядає як тваринний жир... Але точно не китовий."
"M03S03_MON_PuritanDiary1_Loca1","M03S03_MON_PuritanDiary1_Loca1",""
"M03S03_MON_PuritanDiary1_Loca3","M03S03_MON_PuritanDiary1_Loca3",""
"M03S03_MON_PuritanDiary1_Loca4","Another volume of the Reverend's wife's diary.","Ще один том щоденника дружини священика."
"M03S03_MON_PuritanDiary1_Loca2","An old diary...","Старий щоденник..."
"M03S03_MON_Reconstitution_Chair_Loca1","M03S03_MON_Reconstitution_Chair_Loca1",""
"M03S03_MON_Reconstitution_Chair_Loca12","Whoever was sitting here could have seen Sarah Hawkins.","Той, хто сидів тут, міг бачити Сару Гокінс."
"M03S03_MON_Reconstitution_Chair_Loca14","Could this be related to her death?","Чи може це бути пов'язано з її смертю?"
"M03S03_MON_Reconstitution_Chest_Loca1","M03S03_MON_Reconstitution_Chest_Loca1",""
"M03S03_MON_Reconstitution_Chest_Loca2","Whatever Charles Hawkins hid here, he didn't want it in his house.","Що б Чарльз Гокінс не сховав тут, він не хотів, щоб це було в його будинку."
"M03S03_MON_Reconstitution_Chest_Loca4","Did Charles Hawkins hide something in this chest?","Чи сховав Чарльз Гокінс щось у цій скрині?"
"M03S03_MON_Reconstitution_Mask_Loca1","M03S03_MON_Reconstitution_Mask_Loca1",""
"M03S03_MON_Reconstitution_Mask_Loca6","M03S03_MON_Reconstitution_Mask_Loca6",""
"M03S03_MON_Reconstitution_Mask_Loca7","The bearer of the mask must have been the leader.","Той, хто носив цю маску, певно мав бути лідером."
"M03S03_MON_Reconstitution_Mask_Loca8","What kind of secret society is this?","Що це за таємна спільнота?"
"M03S03_MON_Reconstitution_Mask_Loca3","M03S03_MON_Reconstitution_Mask_Loca3",""
"M03S03_MON_Reconstitution_Mask_Loca5","What is this mask supposed to represent?","Що являє собою ця маска?"
"M03S03_MON_Reconstitution_Sarah_Loca1","M03S03_MON_Reconstitution_Sarah_Loca1",""
"M03S03_MON_Reconstitution_Sarah_Loca8","M03S03_MON_Reconstitution_Sarah_Loca8",""
"M03S03_MON_Reconstitution_Sarah_Loca3","This piece of cloth is unmistakably from a dress…","Цей шматок тканини безсумнівно з сукні..."
"M03S03_MON_Reconstitution_Sarah_Loca10","Sarah Hawkins... Was she hiding from someone?","Сара Гокінс... Чи ховалася вона від когось?"
"M03S03_MON_Reconstitution_Sarah_Loca6","M03S03_MON_Reconstitution_Sarah_Loca6",""
"M03S03_MON_Reconstitution_Sarah_Loca13","This piece of cloth is unmistakably from a dress…","Цей шматок тканини безсумнівно з сукні..."
"M03S03_MON_Reconstitution_Sarah_Loca14","Was Sarah Hawkins here?","Сара Гокінс була тут?"
"M03S03_MON_Reconstitution_Table_Loca1","M03S03_MON_Reconstitution_Table_Loca1",""
"M03S03_MON_Reconstitution_Table_Loca3","Did Charles Hawkins use this place?","Чи використовував Чарльз Гокінс це місце?"
"M03S03_MON_Reconstitution_Table_Loca4","Who were the others?","Хто були інші?"
"M03S03_MON_ReunionTable_Loca1","M03S03_MON_ReunionTable_Loca1",""
"M03S03_MON_ReunionTable_Loca2","Three seats…","Три місця..."
"M03S03_MON_RitualDagger_Loca1","M03S03_MON_RitualDagger_Loca1",""
"M03S03_MON_RitualDagger_Loca3","M03S03_MON_RitualDagger_Loca3",""
"M03S03_MON_RitualDagger_Loca5","A pre-Columbian tribal dagger... probably destined for scarification rituals.","Доколумбовий племінний кинджал... ймовірно призначений для ритуалів шрамування."
"M03S03_MON_RitualDagger_Loca4","M03S03_MON_RitualDagger_Loca4",""
"M03S03_MON_RitualDagger_Loca6","It seems to have been used recently... probably some sort of ritual?","Схоже, що його використовували нещодавно... мабуть, для якогось ритуалу?"
"M03S03_MON_Shark_Loca1","M03S03_MON_Shark_Loca1",""
"M03S03_MON_Shark_Loca2","A table for... sacrifice?","Стіл для... жертвоприношення?"
"M03S03_MON_StatueWyckwood_Loca1","M03S03_MON_StatueWyckwood_Loca1",""
"M03S03_MON_StatueWyckwood_Loca19","M03S03_MON_StatueWyckwood_Loca19",""
"M03S03_MON_StatueWyckwood_Loca21","A legacy from the first residents.","Спадщина від першопоселенців"
"M03S03_MON_StatueWyckwood_Loca13","M03S03_MON_StatueWyckwood_Loca13",""
"M03S03_MON_StatueWyckwood_Loca15","1693... This house is much older than it seems.","1693... Цей будинок набагато старіший, ніж здається."
"M03S03_MON_StatueWyckwood_Loca17","M03S03_MON_StatueWyckwood_Loca17",""
"M03S03_MON_StatueWyckwood_Loca11","M03S03_MON_StatueWyckwood_Loca11",""
"M03S03_MON_StatueWyckwood_Loca2","Bradley was right: this place is much older than I imagined.","Бредлі мав рацію: це місце набагато старіше, ніж я уявляв."
"M03S03_MON_StatueWyckwood_Loca18","M03S03_MON_StatueWyckwood_Loca18",""
"M03S03_MON_StatueWyckwood_Loca16","But the architecture seems too recent.","Але архітектура здається занадто сучасною."
"M03S03_MON_Trapped_Loca1","M03S03_MON_Trapped_Loca1",""
"M03S03_MON_Trapped_Loca2","Dammit!","Та йоб!"
"M03S03_MON_Trapped_Loca3","I'm blocked in!","Я заблокований!"
"M04_S09_AMB_DonovanCinderellaClash_Loca1","M04_S09_AMB_DonovanCinderellaClash_Loca1",""
"M04_S09_AMB_DonovanCinderellaClash_Loca2","Mrs Donovan?","Місіс Донован?"
"M04_S09_AMB_DonovanCinderellaClash_Loca3","I'm busy. Elizabeth, isn't it?","Я зайнята. Елізабет, чи не так?"
"M04_S09_AMB_DonovanCinderellaClash_Loca4","Yes ma'am. But it's about the water.","Так, мадам. Але це нарахунок води."
"M04_S09_AMB_DonovanCinderellaClash_Loca5","What now?","Що тепер?"
"M04_S09_AMB_DonovanCinderellaClash_Loca6","It's off… It's not my fault!","Воно вимкнулось... Це не моя провина!"
"M04_S09_AMB_DonovanCinderellaClash_Loca7","Nothing is ever your fault. I told you to control the flow!","Завжди «не твоя провина». Я казала тобі контролювати потік!"
"M04_S09_AMB_DonovanCinderellaClash_Loca30","Even if I know that it's not your strong point.","Навіть якщо я знаю, що це не твоя сильна сторона."
"M04_S09_AMB_DonovanCinderellaClash_Loca8","I've apologized a thousand times!","Я вибачалася тисячу разів!"
"M04_S09_AMB_DonovanCinderellaClash_Loca27","I haven't counted that many, but then, unlike you, I don't have time to keep track.","Я не рахувала стільки, але, на відміну від тебе, у мене немає часу, щоб стежити за цим."
"M04_S09_AMB_DonovanCinderellaClash_Loca12","Please, Mrs Donovan... I'm grateful to you for having kept me on despite that incident.","Будь ласка, місіс Донован... Я вдячна вам за те, що ви залишили мене, незважаючи на цей інцидент."
"M04_S09_AMB_DonovanCinderellaClash_Loca28","I just need the water to be put back on. Otherwise the bathroom will quickly become a nest of germs.","Мені просто потрібно, щоб воду знову ввімкнули. Інакше ванна кімната швидко стане гніздом мікробів."
"M04_S09_AMB_DonovanCinderellaClash_Loca11","Very well. I'll finish what I'm doing and then I'll fix your blunders. Once more…","Гаразд. Я закінчу те, що роблю, а потім виправлю твої помилки. Ще раз…"
"M04_S09_AMB_DonovanCinderellaClash_Loca16","Thank you, ma'am.","Дякую, мадам."
"M04_S09_AMB_DonovanCinderellaClash_Loca17","Out of my sight. Go chatter with your colleagues... That's what you do best.","Геть з моїх очей. Іди базікай зі своїми колегами... Це те, що ти вмієш найкраще."
"M04_S18_AMB_CalendarMan_Loca1","M04_S18_AMB_CalendarMan_Loca1",""
"M04_S18_AMB_CalendarMan_Loca2","One, two, three, four, five, six.","Один, два, три, чотири, п'ять, шість."
"M04_S18_AMB_CalendarMan_Loca3","No, not six. Four or five. Just a few days to go.","Ні, не шість. Чотири чи п'ять. Залишилося лише кілька днів."
"M04_S18_AMB_CalendarMan_Loca4","Yes, that's it. Four days, at most. No more. Perhaps less?","Так, це воно. Чотири дні, максимум. Не більше. Хоча, може, менше?"
"M04_S18_AMB_CalendarMan_Loca5","I think I've got the right date. My calculations are always right.","Я думаю, я отримав правильну дату. Мої розрахунки завжди вірні."
"M04_S18_AMB_CalendarMan_Loca7","It's the date. It's the date that is the problem.","Це дата. Це дата є проблемою."
"M04_S18_AMB_CalendarMan_Loca6","I don't know what this date is.","Я не знаю, що це за дата."
"M04_S18_AMB_CalendarMan_Loca8","But the calculations, they're right. Four days. Maximum. Five, at the most.","Але розрахунки вірні. Чотири дні. Максимум. П'ять, не більше."
"M04_S18_AMB_Leviathan1_Loca1","M04_S18_AMB_Leviathan1_Loca1",""
"M04_S18_AMB_Leviathan1_Loca3","They tracked and hunted me. Pursued me right into their dreams.","Вони відстежували і полювали на мене. Переслідували мене прямо у своїх снах."
"M04_S18_AMB_Leviathan1_Loca5","They scrawled all over their maps in the wake of my lonely wanderings.","Вони малювали на своїх картах сліди моїх самотніх блукань."
"M04_S18_AMB_Leviathan2_Loca1","M04_S18_AMB_Leviathan2_Loca1",""
"M04_S18_AMB_Leviathan2_Loca2","No sea is dark enough to hide the color of my blood.","Жодне море не настільки темне, щоб приховати колір моєї крові."
"M04_S18_AMB_Leviathan2_Loca3","No wind strong enough to scatter my dreams.","Жоден вітер не настільки сильний, щоб розвіяти мої мрії."
"M04_S18_AMB_MarchingMan_Loca1","M04_S18_AMB_MarchingMan_Loca1",""
"M04_S18_AMB_MarchingMan_Loca2","If I walk, I do not stop. If I do not stop, he does not catch me. If he does not catch me, I do not sleep.","Якщо я йду, я не зупиняюся. Якщо я не зупиняюся, він не ловить мене. Якщо він не ловить мене, я не сплю."
"M04_S18_AMB_MarchingMan_Loca3","If I do not sleep, I do not see him. I do not hear him. He does not call me. He does not call...","Якщо я не сплю, я не бачу його. Я не чую його. Він не кличе мене. Він не кличе..."
"M04_S18_AMB_MarchingMan_Loca4","Me. He calls me. If I walk, I do not stop. If I do not stop, I catch him. If I catch him, I sleep.","Мене. Він кличе мене. Якщо я йду, я не зупиняюся. Якщо я не зупиняюся, я ловлю його. Якщо я ловлю його, я сплю."
"M04_S18_AMB_MarchingMan_Loca5","If I sleep, am I dead?","Якщо я сплю, то я мертвий?"
"M04_S18_AMB_PreachingMan_Loca1","M04_S18_AMB_PreachingMan_Loca1",""
"M04_S18_AMB_PreachingMan_Loca4","What is welling up inside me?","Що наростає всередині мене?"
"M04_S18_AMB_PreachingMan_Loca5","I feel it, in my head and in my body.","Я відчуваю це, у своїй голові та всередині тіла."
"M04_S18_AMB_PreachingMan_Loca7","He roars and swells! He has the strength of the oceans!","Він реве і роздувається! Він має силу океанів!"
"M04_S18_AMB_PreachingMan_Loca8","His waves rise and crash, leaving behind them only a trail of white nourishing foam!","Його хвилі підіймаються і розбиваються, залишаючи після себе лише слід з білої живильної піни!"
"M04_S18_AMB_PreachingMan_Loca9","He is my master!","Він мій господар!"
"M04_S18_AMB_PreachingMan_Loca2","He enters me!","Він входить в мене!"
"M04_S18_AMB_PreachingMan_Loca6","Yes! Yes yes yes!","Так! Так-так-так!"
"M04_S18_AMB_PreachingMan_Loca3","*mmmh, Mmmh*","*мммх, Мммх*"
"M04_S18_AMB_ShoutingPatient_Loca1","M04_S18_AMB_ShoutingPatient_Loca1",""
"M04_S18_AMB_ShoutingPatient_Loca2","Get me out!","Витягніть мене!"
"M04_S18_AMB_ShoutingPatient_Loca4","Don't let me sleep in here!","Не дайте мені заснути тут!"
"M04_S18_AMB_SufferingMan_Loca1","M04_S18_AMB_SufferingMan_Loca1",""
"M04_S18_AMB_SufferingMan_Loca2","It burns me! I will not eat it any more!","Це спалює мене! Я більше не буду це їсти!"
"M04_S18_AMB_SufferingMan_Loca3","Never again. We must not eat it!","Ніколи знову. Ми не повинні це їсти!"
"M04_S18_AMB_SufferingMan_Loca4","They must know that it is not good!","Вони повинні знати, що це не добре!"
"M04_S18_AMB_SufferingMan_Loca5","*howls in pain*","*виючи від болю*"
"M04_S18_CIN_SUB_HospitalDream_Loca1","M04_S18_CIN_SUB_HospitalDream_Loca1",""
"M04_S18_CIN_SUB_HospitalDream_Loca13","When the last of them rises up, you will choose.","Коли останній з них підніметься, ти обиратимеш."
"M04_S18_CIN_SUB_HospitalDream_Loca14","I will not be here to bear witness to it because you will have released me.","Я не буду тут і не стану свідком цього, тому що ти звільниш мене."
"M04_S18_CIN_SUB_HospitalDream_Loca16","But the Earth will resound to your cries. Or theirs.","Але Земля відгукнеться на твої крики. Або їхні."
"M04_S18_CIN_SUB_HospitalDream_Loca17","Awaken, and free me!","Пробудись і звільни мене!"
"M04_S18_CIN_SUB_IntroHospital_Loca1","M04_S18_CIN_SUB_IntroHospital_Loca1",""
"M04_S18_CIN_SUB_IntroHospital_Loca10","Prepare another shot for injection.","Підготуйте ще один укол."
"M04_S18_CIN_SUB_IntroHospital_Loca11","No!","Ні!"
"M04_S18_CIN_SUB_IntroHospital_Loca12","He’s having a seizure!","У нього судоми!"
"M04_S18_CIN_SUB_IntroHospital_Loca13","He will survive. A strong subject.","Він виживе. Сильний пацієнт."
"M04_S18_MON_AboutVent_Loca1","M04_S18_MON_AboutVent_Loca1",""
"M04_S18_MON_AboutVent_Loca2","A duct.","Вентиляція."
"M04_S18_MON_AllLeverActivated_Loca1","M04_S18_MON_AllLeverActivated_Loca1",""
"M04_S18_MON_AllLeverActivated_Loca2","All the levers are activated.","Усі важелі активовані."
"M04_S18_MON_ArchiveBookshelf1_Loca1","M04_S18_MON_ArchiveBookshelf1_Loca1",""
"M04_S18_MON_ArchiveBookshelf1_Loca2","Anatomy and anthropology… Nothing surprising.","Анатомія та антропологія... Нічого дивного."
"M04_S18_MON_ArchiveBookshelf2_Loca1","M04_S18_MON_ArchiveBookshelf2_Loca1",""
"M04_S18_MON_ArchiveBookshelf2_Loca2","Zoology, esotericism, mineralogy. And a full shelf on cephalopods!","Зоологія, езотерика, мінералогія. І ціла полиця, присвячена головоногим!"
"M04_S18_MON_BradleyPoliceBadge_Loca1","M04_S18_MON_BradleyPoliceBadge_Loca1",""
"M04_S18_MON_BradleyPoliceBadge_Loca2","The cops know what's going on?","Поліція знає, що тут відбувається?"
"M04_S18_MON_CellBedMan_Loca1","M04_S18_MON_CellBedMan_Loca1",""
"M04_S18_MON_CellBedMan_Loca2","If I don't go out of here, I'll end up like him.","Якщо я не заберуся звідси, я закінчу як він."
"M04_S18_MON_CellGas_Loca1","M04_S18_MON_CellGas_Loca1",""
"M04_S18_MON_CellGas_Loca2","*coughs*","*кашляє*"
"M04_S18_MON_CellGas_Loca3","This foul gas, again!","Знову цей смердючий газ!"
"M04_S18_MON_CellKnockingHeadMan_Loca1","M04_S18_MON_CellKnockingHeadMan_Loca1",""
"M04_S18_MON_CellKnockingHeadMan_Loca2","Poor wretch.","Бідолаха."
"M04_S18_MON_ConsoleLeverActivation_Loca1","M04_S18_MON_ConsoleLeverActivation_Loca1",""
"M04_S18_MON_ConsoleLeverActivation_Loca3","M04_S18_MON_ConsoleLeverActivation_Loca3",""
"M04_S18_MON_ConsoleLeverActivation_Loca4","That should draw the attention of the guards... I should hide.","Це має привернути увагу охоронців... Мені слід сховатися."
"M04_S18_MON_ConsoleLeverActivation_Loca2","I can still increase the load.","Я все ще можу збільшити навантаження."
"M04_S18_MON_ConsolePowerIndicator_Loca1","M04_S18_MON_ConsolePowerIndicator_Loca1",""
"M04_S18_MON_ConsolePowerIndicator_Loca2","What will happen if I increase the current to the limit?","Що станеться, якщо я збільшу струм до межі?"
"M04_S18_MON_ControlWheelFound_Loca1","M04_S18_MON_ControlWheelFound_Loca1",""
"M04_S18_MON_ControlWheelFound_Loca3","M04_S18_MON_ControlWheelFound_Loca3",""
