"key","source","Translation"
"[29425C764563996AFD553D8539F6367E]::2DA4BB6A42277E641E31AFB84D644903","Talk to Sanders' widow","Поговорити з вдовою Сандерса"
"[299877884513D8619DC2A1BA3FC94474]::412A241A4CCAF0A42CC4C0881B76DB6D","Consult diary","Переглянути щоденник"
"[299877884513D8619DC2A1BA3FC94474]::2C6F96B8475902BB9D89CCBED5ABCC8A","Relationship changed","Стосунки змінено"
"[29B6F0E940CD999533D0CBAB67E76C18]::EA6E17944C4C6C96637CB7B67862FEC2","Fitzroy has destroyed all the ways off the island!","Фіцрой знищив усі способи залишити острів!"
"[29B6F0E940CD999533D0CBAB67E76C18]::B0B59AD542BD0D60432541BB5CF3EA57","Note from Fitzroy","Записка від Фіцроя"
"[2A95B4174065494B9ED517916BE124E3]::2496DF074E2668527BEF109617A996F1","Picture of a couple in front of a mansion.","Світлина пари перед маєтком."
"[2A95B4174065494B9ED517916BE124E3]::11A9AC584DF6B8570622E1A368907656","A photograph found in the abandoned warehouse, on the docks. It shows Charles Hawkins and his wife, Sarah Hawkins. They seem to be posing in front of a house, probably the Hawkins mansion.","Світлину знайдено в покинутому складі біля доків. На ній — Чарльз Гокінс і його дружина Сара. Вони, здається, позують перед будинком, імовірно — маєтком Гокінсів."
"[2A95B4174065494B9ED517916BE124E3]::82C71B8E46CEC44CE7786C90185215A5","Photograph of the Hawkins","Світлина Гокінсів"
"[2B1B78BA4BAEE02C434CAAA2275C5825]::E1603B134FDC6DB87DE1AF9A3B4A452C","Pierce chose to eat Leviathan's flesh, thus increasing the creature's hold on his mind.","Пірс вирішив з'їсти плоть Левіафана, тим самим посиливши вплив цієї істоти на його розум."
"[2B1B78BA4BAEE02C434CAAA2275C5825]::E6F3561B45B83AA2A04BE5875AF7CB38","Third Dilemma","Третя дилема"
"[2C038A884D97D30E9EFC49900A3504A2]::369C20F74B507AC1AC2022ADB8B75224","To lean forward and watch without being seen:","Щоб нахилитися вперед і дивитися з укриття:"
"[2C038A884D97D30E9EFC49900A3504A2]::85AD085D47ADCAD65B8BE99BE121CC87","Lean forward","Нахилитися вперед"
"[2C27E93C4314697D8F93359F07E7BBBA]::22B1ECF3457191A4983B9692BD598CBD","To equip your lighter or your lamp, press","Щоб дістати запальничку або лампу, натисніть:"
"[2C27E93C4314697D8F93359F07E7BBBA]::B1558C4F45091FD84CC6F8918632CCB2","Light up","Запалити"
"[2C30FD0C4ADCC0C4E04EEFB9206B390B]::CC5A45494A4050041F50B1A10D8AFA98","This record states that Ethan Bradley was taken to the operating room with a large wound in the thorax region. Doctor Fuller wrote that he managed to save him thanks to an electrical machine and… Ichoride?","Цей запис свідчить, що Ітана Бредлі доставили до операційної з великою раною в області грудної клітки. Доктор Фуллер написав, що йому вдалося врятувати його завдяки електричній машині та... Ікориду?"
"[2C30FD0C4ADCC0C4E04EEFB9206B390B]::5C0917524231BE205B9408A6CFFE195D","Bradley’s patient file","Картка пацієнта Бредлі"
"[2CD9B6994DFE74DE55AF02927B56DA39]::F8A1326B4924147047BFE1BEBEC1B39F","Abandoned mine","Покинута шахта"
"[2CF54A1D4631C99A9D6AA5A00CE7FF5D]::FB67BED043611CD2FA46518E70D9B0F2","The image of a strange creature has been carved into this whalebone.","Зображення дивної істоти було вирізьблено на цій китовій кістці."
"[2CF54A1D4631C99A9D6AA5A00CE7FF5D]::6648201045F7AB1806568E89E0329E53","Carved bone","Вирізьблена кістка"
"[2D72BB614AE57317F6FF9DA426AA7C34]::8A3B9CD3444E2C2D22FBF6BCBA4913BB","FULLER<lf>Mr. Sanders, I see you are recovering.<lf>I trust you are having a pleasant stay.<lf><lf>SANDERS<lf>I… I have been feeling better, Doctor.<lf><lf>FULLER<lf>Well, I should hope so. It is safe to say your fast recovery was extraordinary. Nearly miraculous, one might say.<lf>Although we should probably not stress your sore eyes. Nurse, dim the lights.<lf><lf>SANDERS<lf>Do you think I will be able to go home anytime soon?<lf><lf>FULLER<lf>Egad, Mr. Sanders ! We have to keep you under close observation.<lf>There is no need to be hasty. You gave us your wife and me quite a startle…<lf>Before you go, I want to make sure your eyes have fully recovered.<lf>Here. A personal favorite of mine. Please, read it out loud.<lf><lf>SANDERS<lf>What’s this?<lf><lf>FULLER<lf>Just read.<lf><lf>SANDERS<lf>“As he neared Damascus on his journey, suddenly a light from heaven flashed around him. He fell to the ground and heard a voice say to him..”<lf><lf>FULLER<lf>Continue.<lf><lf>SANDERS<lf>“Saul, Saul, why do you persecute me?”<lf><lf>FULLER<lf>The Conversion of Paul. A true masterpiece.<lf><lf>SANDERS<lf>What have you done to me?<lf><lf>FULLER<lf>You are the one who gouged them out. I have merely put them back into place.<lf>You see, Mr. Sanders. The problem are not your eyes. Your tongue is.<lf><lf>SANDERS<lf>What does this mean?<lf><lf>FULLER<lf>The things you said, Mr. Sanders. The people you spoke to. Nurse, take him downstairs.<lf><lf>SANDERS<lf>No, please no! No!<lf>","ФУЛЛЕР<lf>Містере Сандерсе, бачу, ви одужуєте.<lf>Сподіваюся, ваше перебування тут приємне.<lf><lf>САНДЕРС<lf>Я... почуваюся краще, докторе.<lf><lf>ФУЛЛЕР<lf>Ну, сподіваюся на це. Можна сказати, що ваше швидке одужання було надзвичайним.<lf>Можна навіть сказати, майже чудесним. Хоча, мабуть, не варто навантажувати ваші хворі очі. Медсестро, зменште світло.<lf><lf>САНДЕРС<lf>Чи зможу я скоро повернутися додому?<lf><lf>ФУЛЛЕР<lf>Боже мій, містере Сандерсе! Нам потрібно тримати вас під пильним наглядом.<lf>Не поспішайте. Ви нас із вашою дружиною неабияк налякали...<lf>Перш ніж ви підете, я хочу переконатися, що ваші очі повністю одужали.<lf>Ось. Особисто моя улюблена. Будь ласка, читайте вголос.<lf><lf>САНДЕРС<lf>Що це?<lf><lf>ФУЛЛЕР<lf>Просто читайте.<lf><lf>САНДЕРС<lf>«Коли ж він ішов і наближався вже до Дамаска, раптом його осяяло світло з неба. Він упав на землю і почув голос, який говорив йому...»<lf><lf>ФУЛЛЕР<lf>Продовжуйте.<lf><lf>САНДЕРС<lf>«Савле, Савле, чому ти Мене переслідуєш?»<lf><lf>ФУЛЛЕР<lf>Навернення апостола Павла. Справжній шедевр.<lf><lf>САНДЕРС<lf>Що ви зі мною зробили?<lf><lf>ФУЛЛЕР<lf>Це ви вирвали їх. Я лише поставив їх на місце.<lf>Бачите, містере Сандерсе, проблема не у ваших очах. Ваш язик.<lf><lf>САНДЕРС<lf>Що це означає?<lf><lf>ФУЛЛЕР<lf>Те, що ви наговорили, містере Сандерсе. Ті люди, з якими ви спілкувалися. Медсестро, відведіть його вниз.<lf><lf>САНДЕРС<lf>Ні, будь ласка, ні! Ні!<lf>"
"[2D72D3CD496A6816A0487DA8D5C7A032]::AC3153384D9FE08B0DC98693391DC91E","Cultist","Окультист"
"[2F94612F438BCD7C33DB328C4310BB31]::1B2676294492617F3E1C9FA5EF6AF6D7","Charles Hawkins' library conceals a significant secret: a passage into a network of underground caves. The place is lived in. After a sort of antechamber and a bridge on which cases of oil had been unloaded, I discovered immense caverns. Men in dark robes engaged in macabre ceremonies and worshiped the works ofSarah Hawkins. I do not know if they survived when the tunnels caved in, but I doubt that it would have been enough to put an end to their activities.","У бібліотеці Чарльза Гокінса приховано важливу таємницю: прохід до мережі підземних печер. У цьому місці хтось мешкає. Після чогось на кшталт передпокою й містку, на який розвантажували ящики з топленим жиром, я виявив величезні печери. Люди в темних шатах виконували моторошні церемонії та поклонялися творам Сари Гокінс. Не знаю, чи вони вижили, коли тунелі обвалилися, але сумніваюся, що це зупинило їхню діяльність."
"[2F94612F438BCD7C33DB328C4310BB31]::91E7E19B4E5D7677B88371832B4B1D69","Hawkins Mansion - Underground caves","Маєток Гокінсів — Підземні печери"
"[3078080845F5BAC394DC05AC123D2BF3]::C529671647931867755FB492E7F27F30","A document attesting to the fact that Irene Sanders, wife of Francis Sanders, had her husband interned after he had shown grave signs of madness.","Документ, що підтверджує: Ірен Сандерс, дружина Френсіса Сандерса, домоглася примусового ушпиталення чоловіка після того, як у нього з’явилися серйозні ознаки божевілля."
"[3078080845F5BAC394DC05AC123D2BF3]::B73FEC354A4D8FB7B947409F3F291A01","Request for internment","Запит на ушпиталення"
"[311038C74CCE337AAB1B57ADC1CDA622]::D51A6BE544C96A5A40C0C8BCC3F5D817","Use the painting","Використати картину"
"[311038C74CCE337AAB1B57ADC1CDA622]::39304CB24FFB2AE62594F0AACA0538C9","Find and destroy the first glyph","Знайти й знищити перший ґліф"
"[311038C74CCE337AAB1B57ADC1CDA622]::1D257D5649A2F238AE2573B9C256860B","Banish the Shambler","Вигнати Блукача"
"[311038C74CCE337AAB1B57ADC1CDA622]::1BF1FC2143E7AB1CB0BC499DCA56832B","Find and destroy the second glyph","Знайти й знищити другий ґліф"
"[311038C74CCE337AAB1B57ADC1CDA622]::9B356CA74CD6D72F22C022AC84CE2FBE","Find Drake","Знайти Дрейка"
"[311038C74CCE337AAB1B57ADC1CDA622]::D923ADCD473B2A02267B84B0A90E9B87","Find and destroy the third glyph","Знайти й знищити перший третій ґліф"
"[311038C74CCE337AAB1B57ADC1CDA622]::02C6A749479C7E6913170E892032406B","Draw the Shambler into Drake's trap","Заманити Блукача в пастку Дрейка"
"[31D02D3242B3934D86958FA9D93D8984]::44B5C6394CA769E8CE09798B5696E7FB","Cat gave me that key. It opens the gate to a passage hidden inside the bootleger’s territory. From there, I should be able to reach the whaling station.","Кет дала мені цей ключ. Він відкриває прохід у схованому переході на території бутлеґерів. Звідти я зможу дістатися до китобійної станції."
"[31D02D3242B3934D86958FA9D93D8984]::EE9586574FA02070133DFCAFE27C8BE4","Bootleggers' key","Ключ бутлеґерів"
"[32FC68E54B6B51879F77978952EC76A7]::E80B4F6341F3B0A5DF94A686B53D0678","The diary of Reverend Wyckwood's wife. Her husband, John, built the first Hawkins home, called Hilltop, at the end of the 17th century. They were among the first white colonists of the island. The previous inhabitants disappeared mysteriously three centuries earlier.","Щоденник дружини преподобного Віквуда. Її чоловік, Джон, звів перший дім родини Гокінсів, відомий як «Гілл-топ», наприкінці 17-го століття. Вони були одними з перших білих колоністів на острові. Попередні мешканці зникли за загадкових обставин трьома століттями раніше."
"[32FC68E54B6B51879F77978952EC76A7]::4BB9E2C648ADB03E131522B38EC3E5BD","Diary of the pastor's wife, Volume 1","Щоденник дружини пастора, Том 1"
"[3316D88F490F6653298E49B4B6A2B213]::8145D28442241A11C8BDBA8A59FC7943","You may switch from one light source to another:","Ти можеш перемикатися між джерелами світла:"
"[3316D88F490F6653298E49B4B6A2B213]::C250EF1043508C3DC7C6A58303F58BC1","Light source","Джерело світла"
"[3546587C4703F01BED1B0E8E420B18C7]::E57FE730434A96D4D47F4B88AB001D95","To crouch, press","Щоб пригнутися, натисніть:"
"[3546587C4703F01BED1B0E8E420B18C7]::CBA2E46D44DF129C48FF6D9AFB57E2A5","Crouch","Пригнутися"
"[35E791F64B7C447E54D7EA9B09C52D5C]::69F9321D4F5E1812D51DE0B4A8E16BE5","Leviathan has returned to torture Pierce. This time, the choice has allowed the detective to gain access to shocking revelations on the inhabitants of the island that he believed were his allies. Each piece of knowledge gained destroys Pierce's mind one more bit, a mind already weakened by visual and sound hallucinations that accompany Leviathan's visits. The detective's Sanity is greatly undermined by these encounters. He's in danger of sinking into madness for good.","Левіафан повернувся, щоб знову катувати Пірса. Цього разу зроблений вибір дозволив детективу дізнатися шокуючі подробиці про мешканців острова, яких він вважав своїми союзниками. Кожна нова крихта знань ще більше руйнує його розум — і без того ослаблений візуальними та звуковими галюцинаціями, що супроводжують візити Левіафана. Ці зустрічі серйозно підривають Ментальний стан детектива. Він ризикує остаточно зануритися в божевілля."
"[35E791F64B7C447E54D7EA9B09C52D5C]::FA1DA3A24B42937469AA97B5DCA43D94","First Dilemma","Перша дилема"
"[3608E8E949FA188C1FE8F49D89C9B303]::008A83424D4C971FE8B5649416E4CE29","I don’t care who the fuck he is, Frank. I don’t like his face, I don’t like his tone when he talks to me and the lads.<lf><lf>Did you see those goons who came with him last night? Greenish faces, bloodshot eyes. They looked like they were sick, or drugged, or Italian. Or all three.<lf><lf>And all of that for what? Church donations? I don’t buy it.<lf><lf>Dig up dirt on him. There must be a reason why he’s buying all the warehouses of this god-forsaken harbor. We find out, we stop paying.<lf><lf>Dom","Мені блядь байдуже хто він, Френк. Мені не подобається його лице, не подобається його тон, коли він говорить зі мною і хлопцями.<lf><lf>Ти бачив тих бандитів, які прийшли з ним минулої ночі? Зелені обличчя, налиті кров'ю очі. Вони виглядали так, ніби хворі, чи під наркотиками, або як італійці. А може все разом.<lf><lf>І все це для чого? Пожертви на церкву? Я цьому не вірю.<lf><lf>Розкопай інформацію про нього. Має бути причина, чому він купує всі склади цього забутого Богом порту. Якщо ми її знайдемо, то більше ніколи не доведеться йому платити.<lf><lf>Дом"
"[364B123B4AACED51D8CE02B1AC0ABC00]::BCB207FE4515AEFFCCB0A59950DF4C0A","Old warehouses key","Ключ від старих складів"
"[365A387C4040D19D7B679C923616686C]::A8629E4F4F41BF91A822A38E5A579615","The Nameless Bookstore","«Безіменна книгарня»"
"[36A53D5C46FA193DA2CAFD8707620783]::AB6E422F448E1919751548AF17503663","The file describes the state in which Irene Sanders entered the Riverside Institute, as well as the treatments administered to her. Fuller added a hand-written note: He recommands to take her down to the psychiatric wing in order to provide her with the quiet and rest that she needs.","Документ описує стан, в якому Ірен Сандерс потрапила до Інституту Ріверсайд, а також лікування, яке їй було призначено. Фуллер додав рукописну записку: він рекомендує перевести її до психіатричного відділення, щоб забезпечити їй тишу та відпочинок, які їй необхідні."
"[36A53D5C46FA193DA2CAFD8707620783]::B84A0CC44AF949811ACF0EAF6F4884C3","Irene Sanders’ medical file","Медична картка Ірен Сандерс"
"[36D4EEE648AD635EE84DE7AC41E44D8C]::A6046A074D0A28D6B852B590FA3829BA","The Medicine and Occult skills can only be improved by objects discovered in the environment.","Навички медицини та Окультизму можна покращити лише за допомогою предметів, знайдених у навколишньому середовищі."
"[3877F0ED4B9ED23055345E97915C28EF]::1DF2F5EF42E7DD7C90E420AA19508AF0","Leviathan… came back. Did he really offer me a choice? Was he even there, with me? There was water, and dilemmas, and visions.. I can’t say when my mind started showing me things that may not exist… What is it, this time?","Левіафан... повернувся. Чи справді він запропонував мені вибір? Чи був він взагалі там, зі мною? Були вода, дилеми та видіння... Не можу сказати, коли мій розум почав показувати мені те, що може не існувати... Що цього разу?"
"[38BDA169418DC2925FA76EAACEBDA168]::B7C83BD646384BDEFC99E0A9F2457A32","Bradley is dead. Between death and a miserable existence as one of the crazies roaming the island, he chose to leave with dignity. He was a brave man, until the end. He deserved a better fate.","Бредлі мертвий. Між смертю та жалюгідним існуванням серед божевільних, що блукають островом, він обрав піти з гідністю. Він був хоробрим чоловіком до самого кінця. Він заслуговував на кращу долю."
"[3A3715B84BFE58E39B54418BE6689CCA]::330E310A4450F0964B878B8AC13E0E1B","SANITY","МЕНТАЛЬНИЙ СТАН"
"[3A441FF7491C21D882179BADDFE544C1]::8F0E135F46277A5C2BFFBD900975B974","Sarah Hawkins' sketches look more like a gallery of horrors than anatomical studies. Do they represent what haunts her nights?","Ескізи Сари Гокінс радше нагадують галерею жахів, ніж анатомічні креслення. Вони відображають те, що переслідує її в снах?"
"[3A441FF7491C21D882179BADDFE544C1]::BB67D2BB4B8D540A31D7D89FC96A6FAD","Sketch pad","Альбом з ескізами"
"[3A4B815648A95731570FF3A5F815AC19]::8D59DF75455F2502F8D9E2B77D628561","Bradley and Dr Colden were arguing in the library of the Hawkins mansion. They seem to know each other for some time. Marie Colden works at the Riverside Institute, for Dr Fuller. She thinks he carries out experiments on the patients and that there is a link with the Hawkins case. Bradley is determined to discover the truth on the fire. We have common interests, so we shall work together. Next step: talk to the widow of Francis Sanders, the man who died in the institute after accusing Sarah Hawkins.","Бредлі та докторка Колден сперечалися в бібліотеці маєтку Гокінсів. Здається, вони знайомі вже давно. Марі Колден працює в Інституті Ріверсайд на доктора Фуллера. Вона вважає, що він проводить експерименти на пацієнтах і що це якось пов’язано з справою Гокінсів. Бредлі рішуче налаштований з’ясувати правду про пожежу. У нас є спільні інтереси, тож працюватимемо разом. Наступний крок: поговорити з удовою Франсіса Сандерса — чоловіка, який помер у Інституті після того, як звинуватив Сару Гокінс."
"[3A81077F46640D24AB7D73A4801A0755]::2C6943B74DF0440FF03030BEA74E48C6","I turned down Drake's help. The man is furious, but I don't trust him. The most important thing is to save Colden.","Я відмовився від допомоги Дрейка. Він розлючений, але я йому не довіряю. Найважливіше зараз — врятувати Колден."
"[3BCE8C1A420398C6DBF4F099D586D133]::3CA7D0E74C219A8190C3DFA2FCCE027D","Adjust the brightness so that the darkest icon is barely visible.","Відрегулюйте повзунок яскравості так, щоб найтемніший значок був ледь помітним."
"[3C7E724548AD523D421838B8A21551A2]::4A1E990F4174F5B4BD6ECB8F123B3842","In Sarah Hawkins' office, a circle decorated with unknown symbols, surrounded by partly consumed candles, bear witness to the artist's occult activities. In the middle of tangible proof (upturned easel, broken bolt, mark left on the floor by a beast), new residual images arrived to disturb the reconstruction. The Necronomicon appeared on the floor, probably because Sarah Hawkins sought the knowledge required to carry out her rite within its pages. It was, no doubt, a rite of revocation, because the Shambler was present. The mark on the floor does not lie: there is no other creature on the Earth capable of making anything like it. Whatever Sarah Hawkins tried to do, it failed, and the state of the room accentuates the words of her dead husband: she must, never again, come near occult forces.","В кабінеті Сари Гокінс — коло, прикрашене невідомими символами, оточене напівзгорілими свічками — все це свідчить про її окультну діяльність. Серед видимих доказів (перекинутий мольберт, зламаний засув, слід на підлозі, залишений якоюсь потворою), з’явилися нові залишкові образи, що порушили процес реконструкції. «Некрономікон» лежав на підлозі — вочевидь, Сара шукала в ньому знання, потрібні для проведення ритуалу. Без сумніву, це був ритуал вигнання, адже Блукач уже був присутній. Слід на підлозі не залишає сумнівів: жодна інша істота на Землі не могла зробити нічого подібного. Що б Сара Гокінс не намагалася зробити — вона зазнала невдачі, а стан кімнати лише підсилює слова її покійного чоловіка: їй ніколи більше не слід наближатися до окультних сил."
"[3C7E724548AD523D421838B8A21551A2]::8C44ED3141F86A11861F549B9E79D2EB","The failed incantation","Невдале закляття"
"[3D6D731F4BA077FB72C353B05A88F5AC]::41EAB5D141F878490E4F0EB2EC29FFA3","The file is strangely incomplete, and the detail on treatment is not given. It does not respect standard practice.","Медична справа виявилася неповною, без жодної згадки про лікування. Вона не відповідає стандартам медичної практики."
"[3D6D731F4BA077FB72C353B05A88F5AC]::567B348742838AD2A45B0C8AD1E1521F","Medical record of Edward Pierce","Медична картка Едварда Пірса"
"[3D961E0B4F86F595728C43B0F02E0AB1]::D25393224DD5874E3E55CEA96611D32D","This blood-stained badge belongs to a Darkwater police officer. What was he doing in the cellars of the Riverside Institute?","Цей забризканий кров’ю жетон належить офіцерові поліції Дарквотера. Що він робив у підземеллях Інституту Ріверсайд?"
"[3D961E0B4F86F595728C43B0F02E0AB1]::692D337D4EB1010A2E7697B35B86A96C","Blood-stained badge","Кривавий жетон"
"[3E56C981480E1BB9EB4D46B44E3361CE]::738530304911DCA6CFA69CA281BD94B4","This collection catalogs and classifies creatures that I had never heard of. Divinities from the stars, creatures capable of traveling from one dimension to another... It presents itself as the reference work on the bestiary of the Myth. Without giving details on the mythology to which it refers. Its pages are covered with phantasmagorical illustrations.","Ця колекція каталогізує та класифікує створінь, про які я ніколи не чув. Божественні істоти з зірок, створіння, здатні подорожувати з одного виміру в інший... Вона представляє собою основний довідник з бестіарію Міту, не даючи при цьому подробиць про мітологію, до якої це відноситься. Її сторінки вкриті фантастичними ілюстраціями."
"[3E56C981480E1BB9EB4D46B44E3361CE]::28E787AA442BCC47F1D4BFA8D3514868","Malleus Bestiarum","«Молот відьом»"
"[3F06C180403E4BCB2830A09C986D8343]::664932554B2676F95FAA62B40B1C7F10","This key opens the guards' room in the cellars of the Riverside Institute.","Цей ключ відкриває кімнату охорони в підземллях Інституту Ріверсайд."
"[3F06C180403E4BCB2830A09C986D8343]::976E751446A6133B84A864B6F771A942","Key to the guards' room","Ключ від кімнати охорони"
"[3F6F8FC94713B278B8097798FCC5973F]::C75C05514E069E7C2E71F8AF3BAA5D5C","This tap goes onto a system of pipes to adjust the flow.","Цей вентиль встановлюється на систему труб для регулювання тиску."
"[3F6F8FC94713B278B8097798FCC5973F]::2EE848E641620A2D74B00987C4C7B005","Wheel","Вентиль"
"[402DA5844E412ACE1F7690A0D29C8E14]::08E02F2F4DD7503ADFB08FB30F30752D","The final abomination of Fuller only emerged after the death of the mad scientist. Dr. Colden, brought back to life, transformed into a worshiper without any will of her own, urged me to join the ranks of the cult. The courageous and independent woman of science has disappeared, replaced by a dysfunctional and empty shell.","Останнє жахливе породження Фуллера проявилося лише після смерті божевільного вченого. Докторка Колден, повернена до життя, перетворилася на безвольну служительку, яка закликала мене приєднатися до лав культу. Смілива й незалежна жінка науки зникла, залишивши по собі лише порожню, спотворену оболонку."
"[40440D2E42EA8EE54CA788AF68FE28C6]::E314FB4E459FA89218BAA1BC5FD23286","The doctor can well repeat to me that I no longer need my ""remedy"" to keep my memories at bay, but I know that if I stop, the memories will return. One of these mornings, I probably won't wake up.","Доктор може скільки завгодно повторювати мені, що я більше не потребую своїх «ліків», щоб стримувати спогади, але я знаю: якщо припиню їх приймати — спогади повернуться. І одного ранку я, ймовірно, більше не прокинуся."
"[417A15E9493185B6413290A666BA805E]::BF04C7D047AB2F0CE18F658165561735","Art and Mysticism, Forgotten Objects, is a collection written by Francis Sanders. In it, he catalogs and categorizes objects from all ages and origins that are linked to occult or mystical practices. It is opened at the page of a dagger that bears a symbol that is not unknown to me...","«Мистецтво і містицизм. Забуті предмети» — це збірка, написана Френсісом Сандерсом. У ній він описує та класифікує предмети з різних епох і культур, пов’язані з окультними чи містичними практиками. Вона розгорнута на сторінці з кинджалом, що має символ, який мені вже знайомий..."
"[417A15E9493185B6413290A666BA805E]::A3B709374D3DB9B8004841830404C05C","Art and Mysticism, Forgotten Objects, by Francis Sanders","«Мистецтво і містицизм. Забуті предмети», автор — Френсіс Сандерс"
"[427C373A4597D32BBBA373A6D77C35D2]::6DD1DA7945B0038556CE0790E3B25FEA","Open","Відчинити"
"[427C373A4597D32BBBA373A6D77C35D2]::93301D934D5BA2F3986A26811942C40D","Jump","Перестрибнути"
"[42AB230943CB800AE7CC438F539417CB]::F57EB5204F51A0B5872BC1A916B959A5","This brand never was about quality","У цього бренду з якістю ніколи не складалося"
"[42AB230943CB800AE7CC438F539417CB]::13EFC0FB45F776B838CEF7A2EE7F6405","Lever of the brand Forman","Важіль бренду «Forman»"
"[4367BFED432454119B78DDA107B0B72F]::591E832C4200314A710EAB996C5592F3","Friday 27th June 1847<lf><lf>37N, 63W. The whole crew has descended into madness. They speak of dreams, visions of a nightmarish city and of a sleeping god. Madness! I locked myself in my cabin. I won't be able to hold out for long. Fitzroy has twelve men on his side. They sacrificed everyone who tried to stop them to their new god. I beseech you, Almighty God, to have pity on our souls. This will be my last prayer. I can hear them whispering.","П’ятниця, 27 червня 1847.<lf><lf>37° пн. ш., 63° зх. д. Вся команда занурилася в божевілля. Вони говорять про сни, видіння міста з кошмарів і сплячого бога. Божевілля! Я замкнувся в каюті. Не знаю, скільки ще зможу триматися. Фіцрой на своєму боці має дванадцять чоловік. Вони принесли в жертву всіх, хто намагався їх зупинити, їхньому новому богу. Благаю Тебе, Всемогутній Боже, помилуй наші душі. Це буде моя остання молитва. Я чую, як вони шепочуть."
"[4367BFED432454119B78DDA107B0B72F]::B2DB04054A6058B7155A7299C971A21A","Page torn from log 4","Четверта вирвана сторінка з журналу"
"[443FB5294CB778DE389241A0A3795D16]::7CEF199A4D0D860139526F8BFB7EF788","Previous","Попередній"
"[44471E774AB0BA95A320C48EEAA58575]::718418D84C0AFC478FFA0EA5AB76EFCC","Cultists","Окультисти"
"[448C5C484A595B3282542BA0220E08FA]::04D7354C424C3E2A894223AE57D0ED98","Officer Bradley's female friend works as general practitioner at the Riverside Institute. She had figured out, long before I arrived, that Fuller was involved in illegal activities. She wants to shed full light on the nature of his experiments, and believes that helping me to solve the Hawkins case could advance her own investigation.","Подруга офіцера Бредлі працює терапевтом у Інституті Ріверсайд. Вона з'ясувала задовго до мого приїзду, що Фуллер займається незаконною діяльністю. Вона хоче пролити повне світло на природу його експериментів і вважає, що допомога мені в розкритті справи Гокінса може просунути її власне розслідування."
"[448C5C484A595B3282542BA0220E08FA]::C98C63AC4F65A08EAD07029303644B85","Marie Colden","Мері Колден"
"[448C5C484A595B3282542BA0220E08FA]::D536B3924C71FB8138800C9BAB3EC1B3","Doctor","Докторка"
"[46976F9C49D31630AAA0BD9CB3EA8121]::B6D9873147AF4F1064F36FAD221C84D4","Cross-checking the information given by Francis Sanders and his widow, it is possible to reconstruct the events that led to the internment of Sanders. Everything points to Sanders and Sarah Hawkins being close, linked at least by the interest the collector showed in the artist's work, but more probably by a certain friendship. Attested to by the repeated refusals of Sarah Hawkins to sell the painting called the Shambler. Against all expectations, she finally gave it away for free. The feelings still shown by Irene Sanders towards Sarah Hawkins are evidently derived from what she considers to be the artist's responsibility: madness struck Sanders a short while after he gained possession of the painting.","Зіставивши свідчення Френсіса Сандерса та його вдови, можна відтворити події, що призвели до його примусового ушпиталення. Усе вказує на те, що Сандерс і Сара Гокінс були близькими: їх поєднувала принаймні зацікавленість колекціонера в роботах художниці, а найімовірніше — певна дружба. Про це свідчать неодноразові відмови Сари Гокінс продати картину під назвою «Блукач». Усупереч усім очікуванням, вона зрештою віддала її безкоштовно. Почуття, які досі живить Ірен Сандерс до Сари Гокінс, очевидно, випливають із того, що вона вважає художницю винною: безумство охопило Сандерса незабаром після того, як він отримав цю картину."
"[46976F9C49D31630AAA0BD9CB3EA8121]::E192793949441ACEAE8230AEE558A513","At the Sanders'","У резиденції Сандерсів"
"[46C18FE4409F6DD9FF82D8BEC94DF4C1]::83D5394D4181ABE5A6693297D574AFA0","Sarah Hawkins, a painter known for her tortured artistic universe. She was worshiped for the strangeness of her work and the rarity of her public appearances. I seem to remember that she once said ""I paint what my dreams whisper to me.""<lf><lf>Her marriage to Charles Hawkins, years ago, surprised high society columnists. A wealthy Boston heiress, known for her party-going, chooses to follow her new husband and live as a recluse on the island of Darkwater!<lf>She disappeared from the front pages of newspapers and nobody heard any more about her. Even her death in a fire remained a secret. Only her father, Stephen Webster, continue seek the truth.","Сара Гокінс — художниця, відома своїм болісним художнім всесвітом. Її обожнювали за химерність її творів і рідкісні публічні появи. Здається, я пам’ятаю, як вона одного разу сказала: «Я малюю те, що шепочуть мені сни».<lf><lf>Її шлюб з Чарльзом Гокінсом кілька років тому здивував світську хроніку. Багата спадкоємиця з Бостона, відома своїм пристрастям до вечірок, вирішує піти за новим чоловіком і жити відлюдницею на острові Дарквотер!<lf><lf>Вона зникла зі шпальт газет, і про неї більше ніхто нічого не чув. Навіть її смерть у пожежі залишилася таємницею. Лише її батько, Стівен Вебстер, продовжує шукати правду."
"[472F9F294A412D89913A388D2EE9ED68]::2741085F470E86CFC3D6B6942917D2C8","Main objectives","Головні завдання"
"[4745DC2842970840D2164DB353C9DAB5]::55E321D44CC86365AB6F348DE4CAC5C7","New entry in diary","Новий запис у щоденнику"
"[4745DC2842970840D2164DB353C9DAB5]::A481210F4282822078523087FD269D18","Consult diary","Розгорнути щоденник"
"[476304784A46A322450654A2BC848280]::C9C2E569498D9E01E4A64C81B6660D04","Cat found out where the dagger that pushed back the creature came from: a certain Algernon Drake sold it to Sanders. I've got to speak to him and find out if what I lived through really happened.","Кет дізналася, звідки взявся кинджал, що відштовхнув істоту: якийсь Алджернон Дрейк продав його Сандерсу. Я мушу поговорити з ним і з’ясувати, чи те, що я пережив, справді сталося."
